date,lat,lon,trap,station,species_CULEX ERRATICUS,species_CULEX PIPIENS,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_CULEX SALINARIUS,species_CULEX TARSALIS,species_CULEX TERRITANS,species_UNSPECIFIED CULEX,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,depth,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,ra,fg,gr,br,tsra,sn,dz,fg+,sq,fu,hz,mifg,vcfg,bcfg,vcts,ts,num_mos,wnv_pres
2007-05-29,41.891126,-87.61156,129,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
2007-05-29,41.891126,-87.61156,129,1,0,0,1,0,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.896282,-87.655232,49,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.907645,-87.760886,153,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.919343,-87.694259,50,1,0,0,1,0,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.9216,-87.666455,45,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
2007-05-29,41.921965,-87.632085,54,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0
2007-05-29,41.921965,-87.632085,54,1,0,0,1,0,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
2007-05-29,41.95469,-87.800991,2,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.95469,-87.800991,2,1,0,0,1,0,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.974089,-87.824812,15,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.0
2007-05-29,41.974089,-87.824812,15,1,0,0,1,0,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.994991,-87.769279,7,1,0,0,0,1,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,41.999128999999996,-87.795585,143,1,0,0,1,0,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-05-29,42.01743,-87.68776899999999,148,1,0,0,1,0,0,0,0,0,88,60,74,10,58,65,0,9,421,1917,0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-06-05,41.662014,-87.72460799999999,135,2,0,0,0,1,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0
2007-06-05,41.662014,-87.72460799999999,135,2,0,0,1,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.662014,-87.72460799999999,135,2,0,1,0,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.682587,-87.707973,158,2,0,0,0,1,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0
2007-06-05,41.682587,-87.707973,158,2,0,0,1,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2007-06-05,41.688324,-87.676709,86,2,0,0,0,1,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0
2007-06-05,41.720848,-87.666014,94,2,0,0,1,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.723195000000004,-87.64997,89,2,0,0,0,1,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.725516999999996,-87.61425799999999,162,2,0,0,1,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.731922,-87.677512,96,2,0,0,0,1,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.731922,-87.677512,96,2,0,0,1,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.731922,-87.677512,96,2,0,1,0,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.732984,-87.649642,159,2,0,0,0,1,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.801497999999995,-87.763416,31,2,0,0,1,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.846075,-87.716277,152,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.867108,-87.654224,48,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.867108,-87.654224,48,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.867108,-87.654224,48,1,0,1,0,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.868077,-87.666901,90,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0
2007-06-05,41.868077,-87.666901,90,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.869215999999994,-87.627561,92,2,0,0,1,0,0,0,0,0,63,51,57,-9,47,52,8,0,417,1923,0,0.0,0.27,29.16,29.78,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.878114000000004,-87.629798,145,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2007-06-05,41.891118,-87.65449100000001,46,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.896282,-87.655232,49,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.906638,-87.701431,33,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2007-06-05,41.907645,-87.760886,153,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2007-06-05,41.916265,-87.800515,151,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0
2007-06-05,41.916265,-87.800515,151,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.918704999999996,-87.752329,154,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.919343,-87.694259,50,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.919343,-87.694259,50,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.9216,-87.666455,45,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.9216,-87.666455,45,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.9216,-87.666455,45,1,0,1,0,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.921965,-87.632085,54,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2007-06-05,41.932094,-87.700117,147,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.944869,-87.832763,11,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.948167,-87.730698,218,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.948167,-87.730698,218,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.94983,-87.69845699999999,19,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.953067,-87.776792,142,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2007-06-05,41.953067,-87.776792,142,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.95469,-87.800991,2,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0
2007-06-05,41.95469,-87.800991,2,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2007-06-05,41.95469,-87.800991,2,1,0,1,0,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.958271,-87.702575,146,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.958271,-87.702575,146,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.961743,-87.76007,141,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.961743,-87.76007,141,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.963976,-87.69181,220,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.974089,-87.824812,15,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.974089,-87.824812,15,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.979243,-87.750938,25,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.981964000000005,-87.812827,9,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.986921,-87.689778,28,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,41.994469,-87.667736,149,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-05,41.999128999999996,-87.795585,143,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0
2007-06-05,41.999128999999996,-87.795585,143,1,0,0,1,0,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,42.006858,-87.675919,150,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2007-06-05,42.011601,-87.81150600000001,16,1,0,0,0,1,0,0,0,0,64,47,56,-9,48,51,9,0,417,1923,0,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2007-06-26,41.662014,-87.72460799999999,135,2,0,0,0,1,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25.0,0.0
2007-06-26,41.662014,-87.72460799999999,135,2,0,0,1,0,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20.0,0.0
2007-06-26,41.662014,-87.72460799999999,135,2,0,1,0,0,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,0.0
2007-06-26,41.682587,-87.707973,158,2,0,0,0,1,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.0
2007-06-26,41.682587,-87.707973,158,2,0,0,1,0,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-06-26,41.688324,-87.676709,86,2,0,0,0,1,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
2007-06-26,41.688324,-87.676709,86,2,0,0,1,0,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
2007-06-26,41.719059,-87.675088,161,2,0,0,0,1,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,0.0
2007-06-26,41.719059,-87.675088,161,2,0,0,1,0,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0
2007-06-26,41.721474,-87.648064,85,2,0,0,0,1,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
2007-06-26,41.731922,-87.677512,96,2,0,0,0,1,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,0.0
2007-06-26,41.843810999999995,-87.686763,34,2,0,0,0,1,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-06-26,41.846283,-87.656913,51,2,0,0,1,0,0,0,0,0,91,73,82,10,69,72,0,17,418,1931,0,0.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
2007-06-26,41.852652,-87.719887,40,1,0,0,0,1,0,0,0,0,92,70,81,10,69,72,0,16,418,1931,0,0.0,0.16,29.39,30.11,6.1,22,7.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0
2007-06-26,41.852652,-87.719887,40,1,0,0,1,0,0,0,0,0,92,70,81,10,69,72,0,16,418,1931,0,0.0,0.16,29.39,30.11,6.1,22,7.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,5.0,0.0
2007-06-26,41.857402,-87.694991,43,1,0,0,0,1,0,0,0,0,92,70,81,10,69,72,0,16,418,1931,0,0.0,0.16,29.39,30.11,6.1,22,7.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0
2007-06-26,41.867108,-87.654224,48,1,0,0,1,0,0,0,0,0,92,70,81,10,69,72,0,16,418,1931,0,0.0,0.16,29.39,30.11,6.1,22,7.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0
2007-06-26,41.868077,-87.666901,90,1,0,0,0,1,0,0,0,0,92,70,81,10,69,72,0,16,418,1931,0,0.0,0.16,29.39,30.11,6.1,22,7.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,19.0,0.0
2007-06-26,41.868077,-87.666901,90,1,0,0,1,0,0,0,0,0,92,70,81,10,69,72,0,16,418,1931,0,0.0,0.16,29.39,30.11,6.1,22,7.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,10.0,0.0
